LOC121108053	LOC121108053	Gene Expression
MIR1460	MIR1460	Gene Expression
LOC121108054	LOC121108054	Gene Expression
LOC121108055	LOC121108055	Gene Expression
FAM107B	FAM107B	Gene Expression
LOC121108070	LOC121108070	Gene Expression
HSPA14	HSPA14	Gene Expression
SUV39H2	SUV39H2	Gene Expression
DCLRE1C	DCLRE1C	Gene Expression
MEIG1	MEIG1	Gene Expression
LOC121108083	LOC121108083	Gene Expression
TMEM243	TMEM243	Gene Expression
DMTF1	DMTF1	Gene Expression
LOC121108084	LOC121108084	Gene Expression
ELAPOR2	ELAPOR2	Gene Expression
GRM3	GRM3	Gene Expression
LOC112532768	LOC112532768	Gene Expression
SEMA3D	SEMA3D	Gene Expression
LOC121107435	LOC121107435	Gene Expression
LOC112532981	LOC112532981	Gene Expression
SEMA3A	SEMA3A	Gene Expression
SEMA3E	SEMA3E	Gene Expression
PCLO	PCLO	Gene Expression
CACNA2D1	CACNA2D1	Gene Expression
LOC112532984	LOC112532984	Gene Expression
LOC112532986	LOC112532986	Gene Expression
LOC107057089	LOC107057089	Gene Expression
HGF	HGF	Gene Expression
LOC112532771	LOC112532771	Gene Expression
LOC121109473	LOC121109473	Gene Expression
LOC121109475	LOC121109475	Gene Expression
SEMA3C	SEMA3C	Gene Expression
LOC121109474	LOC121109474	Gene Expression
CD36	CD36	Gene Expression
LOC124417676	LOC124417676	Gene Expression
GNAT3	GNAT3	Gene Expression
LOC121109476	LOC121109476	Gene Expression
GNAI1	GNAI1	Gene Expression
LOC121109477	LOC121109477	Gene Expression
LOC121109478	LOC121109478	Gene Expression
MAGI2	MAGI2	Gene Expression
LOC121109479	LOC121109479	Gene Expression
PHTF2	PHTF2	Gene Expression
TMEM60	TMEM60	Gene Expression
RSBN1L	RSBN1L	Gene Expression
PTPN12	PTPN12	Gene Expression
LOC107051625	LOC107051625	Gene Expression
GSAP	GSAP	Gene Expression
CCDC146	CCDC146	Gene Expression
FGL2	FGL2	Gene Expression
FAM185A	FAM185A	Gene Expression
FBXL13	FBXL13	Gene Expression
LRRC17	LRRC17	Gene Expression
ARMC10	ARMC10	Gene Expression
NAPEPLD	NAPEPLD	Gene Expression
PMPCB	PMPCB	Gene Expression
DNAJC2	DNAJC2	Gene Expression
PSMC2	PSMC2	Gene Expression
SLC26A5	SLC26A5	Gene Expression
LOC112533002	LOC112533002	Gene Expression
RELN	RELN	Gene Expression
LOC124417187	LOC124417187	Gene Expression
ORC5	ORC5	Gene Expression
TRNAG-CCC	TRNAG-CCC	Gene Expression
LOC121109078	LOC121109078	Gene Expression
LHFPL3	LHFPL3	Gene Expression
LOC121108720	LOC121108720	Gene Expression
LOC107051628	LOC107051628	Gene Expression
KMT2E	KMT2E	Gene Expression
SRPK2	SRPK2	Gene Expression
LOC107051629	LOC107051629	Gene Expression
LOC101752215	LOC101752215	Gene Expression
PUS7	PUS7	Gene Expression
LOC124417287	LOC124417287	Gene Expression
RINT1	RINT1	Gene Expression
EFCAB10	EFCAB10	Gene Expression
ATXN7L1	ATXN7L1	Gene Expression
CDHR3	CDHR3	Gene Expression
SYPL1	SYPL1	Gene Expression
LOC107051630	LOC107051630	Gene Expression
NAMPTP1	NAMPTP1	Gene Expression
LOC121108728	LOC121108728	Gene Expression
LOC107051631	LOC107051631	Gene Expression
CCDC71L	CCDC71L	Gene Expression
LOC124417288	LOC124417288	Gene Expression
PIK3CG	PIK3CG	Gene Expression
PRKAR2B	PRKAR2B	Gene Expression
HBP1	HBP1	Gene Expression
COG5	COG5	Gene Expression
GPR22	GPR22	Gene Expression
DUS4L	DUS4L	Gene Expression
LOC112533028	LOC112533028	Gene Expression
LOC121108759	LOC121108759	Gene Expression
MIR2126	MIR2126	Gene Expression
BCAP29	BCAP29	Gene Expression
SLC26A4	SLC26A4	Gene Expression
CBLL1	CBLL1	Gene Expression
SLC26A3	SLC26A3	Gene Expression
DLD	DLD	Gene Expression
LAMB1	LAMB1	Gene Expression
LOC121108798	LOC121108798	Gene Expression
LOC112533030	LOC112533030	Gene Expression
LAMB4	LAMB4	Gene Expression
ERGIC2	ERGIC2	Gene Expression
LRRK2	LRRK2	Gene Expression
SLC2A13	SLC2A13	Gene Expression
LOC121108850	LOC121108850	Gene Expression
LOC107051632	LOC107051632	Gene Expression
C12orf40	C12orf40	Gene Expression
ABCD2	ABCD2	Gene Expression
LOC107051634	LOC107051634	Gene Expression
KIF21A	KIF21A	Gene Expression
SIIL	SIIL	Gene Expression
CPNE8	CPNE8	Gene Expression
ALG10	ALG10	Gene Expression
TPRKB	TPRKB	Gene Expression
LOC100859509	LOC100859509	Gene Expression
GTSE1	GTSE1	Gene Expression
TRMU	TRMU	Gene Expression
CELSR1	CELSR1	Gene Expression
HIST1H2B5L	HIST1H2B5L	Gene Expression
GRAMD4	GRAMD4	Gene Expression
LOC121108891	LOC121108891	Gene Expression
LOC121108893	LOC121108893	Gene Expression
LOC121109179	LOC121109179	Gene Expression
CERK	CERK	Gene Expression
TBC1D22A	TBC1D22A	Gene Expression
LOC121108902	LOC121108902	Gene Expression
FAM19A5	FAM19A5	Gene Expression
LOC121107313	LOC121107313	Gene Expression
LOC121107315	LOC121107315	Gene Expression
LOC112533144	LOC112533144	Gene Expression
LOC107051639	LOC107051639	Gene Expression
LOC121108992	LOC121108992	Gene Expression
LOC121110522	LOC121110522	Gene Expression
LOC124417354	LOC124417354	Gene Expression
LOC107049439	LOC107049439	Gene Expression
BRD1	BRD1	Gene Expression
ZBED4	ZBED4	Gene Expression
ALG12	ALG12	Gene Expression
CRELD2	CRELD2	Gene Expression
LOC112533145	LOC112533145	Gene Expression
LOC112533147	LOC112533147	Gene Expression
LOC101748137	LOC101748137	Gene Expression
LOC121109480	LOC121109480	Gene Expression
LOC121109481	LOC121109481	Gene Expression
PIM3	PIM3	Gene Expression
LOC112533148	LOC112533148	Gene Expression
LOC107050376	LOC107050376	Gene Expression
LOC112533150	LOC112533150	Gene Expression
LOC112533149	LOC112533149	Gene Expression
LOC107050120	LOC107050120	Gene Expression
LOC101748454	LOC101748454	Gene Expression
LOC112533151	LOC112533151	Gene Expression
LOC112533152	LOC112533152	Gene Expression
IL17REL	IL17REL	Gene Expression
MLC1	MLC1	Gene Expression
MOV10L1	MOV10L1	Gene Expression
LOC107049700	LOC107049700	Gene Expression
PANX2	PANX2	Gene Expression
LOC429348	LOC429348	Gene Expression
TRABD	TRABD	Gene Expression
LOC124417103	LOC124417103	Gene Expression
SELENOO	SELENOO	Gene Expression
TUBGCP6	TUBGCP6	Gene Expression
LOC121113482	LOC121113482	Gene Expression
HDAC10	HDAC10	Gene Expression
LOC121107325	LOC121107325	Gene Expression
LOC417741	LOC417741	Gene Expression
MAPK12	MAPK12	Gene Expression
MAPK11	MAPK11	Gene Expression
LOC121109514	LOC121109514	Gene Expression
PLXNB2	PLXNB2	Gene Expression
MIR1693	MIR1693	Gene Expression
LOC121109515	LOC121109515	Gene Expression
LOC121110877	LOC121110877	Gene Expression
ZNF800	ZNF800	Gene Expression
LOC121109516	LOC121109516	Gene Expression
LOC121109432	LOC121109432	Gene Expression
GRM8	GRM8	Gene Expression
POT1	POT1	Gene Expression
GPR37	GPR37	Gene Expression
LOC112533160	LOC112533160	Gene Expression
LOC121107027	LOC121107027	Gene Expression
LOC121107028	LOC121107028	Gene Expression
ARL8BL	ARL8BL	Gene Expression
SPAM1	SPAM1	Gene Expression
HYAL4	HYAL4	Gene Expression
HYAL6	HYAL6	Gene Expression
WASL	WASL	Gene Expression
LMOD2	LMOD2	Gene Expression
ASB15	ASB15	Gene Expression
NDUFA5	NDUFA5	Gene Expression
IQUB	IQUB	Gene Expression
ATP6AP1	ATP6AP1	Gene Expression
SLC13A1	SLC13A1	Gene Expression
LOC121107040	LOC121107040	Gene Expression
LOC121107043	LOC121107043	Gene Expression
CADPS2	CADPS2	Gene Expression
FEZF1	FEZF1	Gene Expression
LOC112533174	LOC112533174	Gene Expression
AASS	AASS	Gene Expression
PTPRZ1	PTPRZ1	Gene Expression
LOC121108990	LOC121108990	Gene Expression
FAM3C	FAM3C	Gene Expression
WNT16	WNT16	Gene Expression
CPED1	CPED1	Gene Expression
MIR1645	MIR1645	Gene Expression
ING3	ING3	Gene Expression
TSPAN12	TSPAN12	Gene Expression
KCND2	KCND2	Gene Expression
LOC100859665	LOC100859665	Gene Expression
LOC112533180	LOC112533180	Gene Expression
ANKRD26	ANKRD26	Gene Expression
LSM8	LSM8	Gene Expression
LOC121109156	LOC121109156	Gene Expression
CTTNBP2	CTTNBP2	Gene Expression
CFTR	CFTR	Gene Expression
LOC121107644	LOC121107644	Gene Expression
LOC121107645	LOC121107645	Gene Expression
ASZ1	ASZ1	Gene Expression
WNT2	WNT2	Gene Expression
ST7	ST7	Gene Expression
LOC101747342	LOC101747342	Gene Expression
CAPZA2	CAPZA2	Gene Expression
LOC121106667	LOC121106667	Gene Expression
MET	MET	Gene Expression
CAV1	CAV1	Gene Expression
CAV2	CAV2	Gene Expression
LOC121107739	LOC121107739	Gene Expression
TES	TES	Gene Expression
TFEC	TFEC	Gene Expression
LOC107052646	LOC107052646	Gene Expression
LOC112533188	LOC112533188	Gene Expression
MDFIC	MDFIC	Gene Expression
FOXP2	FOXP2	Gene Expression
LOC121109003	LOC121109003	Gene Expression
LOC112533189	LOC112533189	Gene Expression
LOC121109004	LOC121109004	Gene Expression
PPP1R3A	PPP1R3A	Gene Expression
LOC121107432	LOC121107432	Gene Expression
LOC107052650	LOC107052650	Gene Expression
LOC121107433	LOC121107433	Gene Expression
GPR85	GPR85	Gene Expression
LOC107052654	LOC107052654	Gene Expression
MIR1695	MIR1695	Gene Expression
LOC107052656	LOC107052656	Gene Expression
BMT2	BMT2	Gene Expression
TMEM168	TMEM168	Gene Expression
LOC107052883	LOC107052883	Gene Expression
LSMEM1	LSMEM1	Gene Expression
LOC121107454	LOC121107454	Gene Expression
IFRD1	IFRD1	Gene Expression
LOC121107452	LOC121107452	Gene Expression
LOC112533197	LOC112533197	Gene Expression
ZNF277	ZNF277	Gene Expression
DOCK4	DOCK4	Gene Expression
IMMP2L	IMMP2L	Gene Expression
LRRN3	LRRN3	Gene Expression
LOC121107712	LOC121107712	Gene Expression
LOC121107713	LOC121107713	Gene Expression
LOC121107714	LOC121107714	Gene Expression
DNAJB9	DNAJB9	Gene Expression
THAP5	THAP5	Gene Expression
AVPR2	AVPR2	Gene Expression
PNPLA8	PNPLA8	Gene Expression
NRCAM	NRCAM	Gene Expression
MIR12208	MIR12208	Gene Expression
LOC121106846	LOC121106846	Gene Expression
CNTN1	CNTN1	Gene Expression
LOC112533217	LOC112533217	Gene Expression
PDZRN4	PDZRN4	Gene Expression
LOC121106847	LOC121106847	Gene Expression
GXYLT1	GXYLT1	Gene Expression
YAF2	YAF2	Gene Expression
ZCRB1	ZCRB1	Gene Expression
PPHLN1	PPHLN1	Gene Expression
MIR7447	MIR7447	Gene Expression
PRICKLE1	PRICKLE1	Gene Expression
LOC121106849	LOC121106849	Gene Expression
ADAMTS20	ADAMTS20	Gene Expression
LOC124417300	LOC124417300	Gene Expression
LOC112533224	LOC112533224	Gene Expression
PUS7L	PUS7L	Gene Expression
IRAK4	IRAK4	Gene Expression
TWF1	TWF1	Gene Expression
LOC121106856	LOC121106856	Gene Expression
TMEM117	TMEM117	Gene Expression
LOC121106854	LOC121106854	Gene Expression
LOC124417301	LOC124417301	Gene Expression
LOC121106858	LOC121106858	Gene Expression
LOC121106857	LOC121106857	Gene Expression
ARRDC5	ARRDC5	Gene Expression
LOC121106859	LOC121106859	Gene Expression
NELL2	NELL2	Gene Expression
PRLL	PRLL	Gene Expression
DBX2	DBX2	Gene Expression
LOC107052695	LOC107052695	Gene Expression
ANO6	ANO6	Gene Expression
LOC121113293	LOC121113293	Gene Expression
LOC121109001	LOC121109001	Gene Expression
LOC124417320	LOC124417320	Gene Expression
ARID2	ARID2	Gene Expression
LOC121109002	LOC121109002	Gene Expression
LOC121113294	LOC121113294	Gene Expression
SCAF11	SCAF11	Gene Expression
SLC38A1	SLC38A1	Gene Expression
LOC101749506	LOC101749506	Gene Expression
SLC38A2	SLC38A2	Gene Expression
LOC124417321	LOC124417321	Gene Expression
LOC112531641	LOC112531641	Gene Expression
LOC112533248	LOC112533248	Gene Expression
SLC38A4	SLC38A4	Gene Expression
LOC101749586	LOC101749586	Gene Expression
LOC121107321	LOC121107321	Gene Expression
AMIGO2	AMIGO2	Gene Expression
LOC124417500	LOC124417500	Gene Expression
LOC112533249	LOC112533249	Gene Expression
RPAP3	RPAP3	Gene Expression
ATP23	ATP23	Gene Expression
LRIG3	LRIG3	Gene Expression
LOC121107711	LOC121107711	Gene Expression
LOC112531642	LOC112531642	Gene Expression
LOC101749839	LOC101749839	Gene Expression
SLC16A7	SLC16A7	Gene Expression
LOC121109399	LOC121109399	Gene Expression
LOC121109398	LOC121109398	Gene Expression
FAM19A2	FAM19A2	Gene Expression
LOC121109401	LOC121109401	Gene Expression
USP15	USP15	Gene Expression
LOC101750768	LOC101750768	Gene Expression
MON2	MON2	Gene Expression
LOC124417589	LOC124417589	Gene Expression
MIRLET7I	MIRLET7I	Gene Expression
PPM1H	PPM1H	Gene Expression
AVPR1A	AVPR1A	Gene Expression
LOC121109402	LOC121109402	Gene Expression
TMEM5	TMEM5	Gene Expression
LOC121109403	LOC121109403	Gene Expression
SRGAP1	SRGAP1	Gene Expression
KICS2	KICS2	Gene Expression
RPL18A	RPL18A	Gene Expression
LOC112531625	LOC112531625	Gene Expression
XPOT	XPOT	Gene Expression
LOC121113431	LOC121113431	Gene Expression
LOC124417168	LOC124417168	Gene Expression
TBK1	TBK1	Gene Expression
RASSF3	RASSF3	Gene Expression
LOC121109404	LOC121109404	Gene Expression
GNS	GNS	Gene Expression
TBC1D30	TBC1D30	Gene Expression
WIF1	WIF1	Gene Expression
LEMD3	LEMD3	Gene Expression
MSRB3	MSRB3	Gene Expression
HMGA2	HMGA2	Gene Expression
LLPH	LLPH	Gene Expression
TMBIM4	TMBIM4	Gene Expression
LOC121109157	LOC121109157	Gene Expression
HELB	HELB	Gene Expression
GRIP1	GRIP1	Gene Expression
CAND1	CAND1	Gene Expression
LOC121109185	LOC121109185	Gene Expression
LOC121110228	LOC121110228	Gene Expression
LOC112531553	LOC112531553	Gene Expression
DYRK2	DYRK2	Gene Expression
LOC121109193	LOC121109193	Gene Expression
LOC107052884	LOC107052884	Gene Expression
IFNG	IFNG	Gene Expression
IL26	IL26	Gene Expression
IL22	IL22	Gene Expression
MDM1	MDM1	Gene Expression
LOC107052749	LOC107052749	Gene Expression
RAP1B	RAP1B	Gene Expression
NUP107	NUP107	Gene Expression
SLC35E3	SLC35E3	Gene Expression
LOC101752108	LOC101752108	Gene Expression
MDM2	MDM2	Gene Expression
CPM	CPM	Gene Expression
LOC121109492	LOC121109492	Gene Expression
CPSF6	CPSF6	Gene Expression
LOC107052751	LOC107052751	Gene Expression
LYZ	LYZ	Gene Expression
YEATS4	YEATS4	Gene Expression
FRS2	FRS2	Gene Expression
CCT2	CCT2	Gene Expression
LRRC10	LRRC10	Gene Expression
CTSEAL	CTSEAL	Gene Expression
BEST3	BEST3	Gene Expression
RAB3IP	RAB3IP	Gene Expression
MYRF	MYRF	Gene Expression
LOC100858495	LOC100858495	Gene Expression
CNOT2	CNOT2	Gene Expression
LOC121109495	LOC121109495	Gene Expression
KCNMB4	KCNMB4	Gene Expression
PTPRB	PTPRB	Gene Expression
PTPRR	PTPRR	Gene Expression
LOC112533274	LOC112533274	Gene Expression
LOC121109496	LOC121109496	Gene Expression
TSPAN8	TSPAN8	Gene Expression
LOC101747919	LOC101747919	Gene Expression
LGR5	LGR5	Gene Expression
LOC124417663	LOC124417663	Gene Expression
ZFC3H1	ZFC3H1	Gene Expression
TMEM19	TMEM19	Gene Expression
RAB21	RAB21	Gene Expression
TBC1D15	TBC1D15	Gene Expression
LOC121107361	LOC121107361	Gene Expression
TPH2	TPH2	Gene Expression
TRHDE	TRHDE	Gene Expression
LOC121107360	LOC121107360	Gene Expression
LOC121109330	LOC121109330	Gene Expression
LOC101748307	LOC101748307	Gene Expression
KCNC2	KCNC2	Gene Expression
CAPS2	CAPS2	Gene Expression
CCDC107	CCDC107	Gene Expression
GLIPR1L1	GLIPR1L1	Gene Expression
GLIPR1	GLIPR1	Gene Expression
GLIPR1L	GLIPR1L	Gene Expression
KRR1	KRR1	Gene Expression
LOC112533299	LOC112533299	Gene Expression
PHLDA1	PHLDA1	Gene Expression
NAP1L1	NAP1L1	Gene Expression
LOC121109191	LOC121109191	Gene Expression
LOC107052799	LOC107052799	Gene Expression
BBS10	BBS10	Gene Expression
OSBPL8	OSBPL8	Gene Expression
ZDHHC17	ZDHHC17	Gene Expression
CSRP2	CSRP2	Gene Expression
E2F7	E2F7	Gene Expression
LOC101749281	LOC101749281	Gene Expression
NAV3	NAV3	Gene Expression
LOC124417294	LOC124417294	Gene Expression
LOC101749434	LOC101749434	Gene Expression
SYT1	SYT1	Gene Expression
LOC121109500	LOC121109500	Gene Expression
PAWR	PAWR	Gene Expression
PPP1R12A	PPP1R12A	Gene Expression
LOC101749704	LOC101749704	Gene Expression
RPS16	RPS16	Gene Expression
OTOGL	OTOGL	Gene Expression
LOC121109501	LOC121109501	Gene Expression
PTPRQ	PTPRQ	Gene Expression
LOC121109290	LOC121109290	Gene Expression
MYF6	MYF6	Gene Expression
MYF5	MYF5	Gene Expression
LIN7A	LIN7A	Gene Expression
ACSS3	ACSS3	Gene Expression
LOC121109043	LOC121109043	Gene Expression
LOC107052846	LOC107052846	Gene Expression
PPFIA2	PPFIA2	Gene Expression
CCDC59	CCDC59	Gene Expression
METTL25	METTL25	Gene Expression
LOC121113460	LOC121113460	Gene Expression
TMTC2	TMTC2	Gene Expression
LOC121109174	LOC121109174	Gene Expression
SLC6A15	SLC6A15	Gene Expression
TSPAN19	TSPAN19	Gene Expression
LRRIQ1	LRRIQ1	Gene Expression
LOC112533329	LOC112533329	Gene Expression
ALX1	ALX1	Gene Expression
RASSF9	RASSF9	Gene Expression
LOC112533332	LOC112533332	Gene Expression
NTS	NTS	Gene Expression
LOC427873	LOC427873	Gene Expression
LOC107052879	LOC107052879	Gene Expression
C12orf50	C12orf50	Gene Expression
C12orf29	C12orf29	Gene Expression
CEP290	CEP290	Gene Expression
TMTC3	TMTC3	Gene Expression
KITLG	KITLG	Gene Expression
LOC112533343	LOC112533343	Gene Expression
DUSP6	DUSP6	Gene Expression
LOC101751742	LOC101751742	Gene Expression
POC1B	POC1B	Gene Expression
GALNT4	GALNT4	Gene Expression
ATP2B1	ATP2B1	Gene Expression
LOC121107108	LOC121107108	Gene Expression
LOC100858183	LOC100858183	Gene Expression
LOC124417664	LOC124417664	Gene Expression
